09/11/2010,1913316606,7.8,2
10/11/2010,1981725815,7.3,3
11/11/2010,1783254220,8.5,4
12/11/2010,1556750241,11.5,5
13/11/2010,1330237934,13.2,6
14/11/2010,1394151913,13,7
15/11/2010,1834283260,9.5,1
16/11/2010,2012137924,7.2,2
17/11/2010,2074259011,6,3
18/11/2010,2018020193,6.6,4
19/11/2010,1974241045,7.1,5
20/11/2010,1806511569,7.4,6
21/11/2010,1862163323,6.2,7
22/11/2010,2191763187,5,1
23/11/2010,2268274735,4.7,2
24/11/2010,2290270878,4.2,3
25/11/2010,2440801370,3,4
26/11/2010,2536538800,1.4,5
27/11/2010,2426775396,0.7,6
28/11/2010,2419826272,0.5,7
29/11/2010,2721923507,-0.1,1
30/11/2010,2852720622,-1.1,2
01/12/2010,2906470914,-2.1,3
02/12/2010,2929122309,-3,4
03/12/2010,2928868691,-3.2,5
04/12/2010,2666372715,-1.6,6
05/12/2010,2404503420,1.8,7
06/12/2010,2515611990,3.5,1
07/12/2010,2492204621,4.2,2
08/12/2010,2490407730,4.6,3
09/12/2010,2651907720,2.9,4
10/12/2010,2559400523,3.4,5
11/12/2010,2235595782,4.3,6
12/12/2010,2252508838,4,7
13/12/2010,2794127731,1.5,1
14/12/2010,2965127890,-0.7,2
15/12/2010,2984265443,-0.5,3
16/12/2010,2820322553,0.6,4
17/12/2010,2816790983,-1,5
18/12/2010,2680006964,-1,6
19/12/2010,2455157435,0.9,7
20/12/2010,2523809218,1.8,1
21/12/2010,2426320742,3.1,2
22/12/2010,2383576688,3.9,3
23/12/2010,2427107978,2.9,4
24/12/2010,2437455934,0.9,5
25/12/2010,2488364262,-0.9,6
26/12/2010,2579639383,-1.4,7
27/12/2010,2691071762,-1.5,1
28/12/2010,2464241182,0.7,2
29/12/2010,2296030857,2.3,3
30/12/2010,2313133632,3.1,4
31/12/2010,2288884543,2.6,5
01/01/2011,2159470027,2.5,6
02/01/2011,2289411037,2.2,7
03/01/2011,2686189443,0.9,1
04/01/2011,2793432573,-0.3,2
05/01/2011,2574336511,1.9,3
06/01/2011,2117368802,6.8,4
07/01/2011,1840189430,10.4,5
08/01/2011,1593241484,11.1,6
09/01/2011,1827470527,7.9,7
10/01/2011,2325422203,4.9,1
11/01/2011,2200984377,5.5,2
12/01/2011,2045001188,7.4,3
13/01/2011,1789501306,10,4
14/01/2011,1754159727,9.7,5
15/01/2011,1645485772,8.7,6
16/01/2011,1713466981,7.9,7
17/01/2011,2016911355,7.4,1
18/01/2011,2123120900,6.7,2
19/01/2011,2342830559,4.9,3
20/01/2011,2509790003,3.2,4
21/01/2011,2654182419,1.8,5
22/01/2011,2449041478,2.2,6
23/01/2011,2357491147,2.3,7
24/01/2011,2480650559,3.1,1
25/01/2011,2433520432,3.7,2
26/01/2011,2418167219,3.5,3
27/01/2011,2570064402,2.2,4
28/01/2011,2668753603,0.7,5
29/01/2011,2554331194,-0.5,6
30/01/2011,2617585257,-1.3,7
31/01/2011,2916443546,-1.8,1
01/02/2011,2893619634,-1.2,2
02/02/2011,2694780034,0.7,3
03/02/2011,2430415138,3.4,4
04/02/2011,2161861273,6.8,5
05/02/2011,1823954255,8.4,6
06/02/2011,1838000920,7.5,7
07/02/2011,2076384745,7.2,1
08/02/2011,2079186748,6.2,2
09/02/2011,2180312458,5.2,3
10/02/2011,2066231524,6.8,4
11/02/2011,1832589436,8.6,5
12/02/2011,1767314179,7.8,6
13/02/2011,1751931773,7.7,7
14/02/2011,2063539557,7,1
15/02/2011,2164395598,6.3,2
16/02/2011,2140444499,5.4,3
17/02/2011,2190302541,5.3,4
18/02/2011,2197266620,4.2,5
19/02/2011,1968792001,4.8,6
20/02/2011,1895163646,5.4,7
21/02/2011,2186725020,5.6,1
22/02/2011,2268405002,4.3,2
23/02/2011,2288783488,3.8,3
24/02/2011,2034745529,6.7,4
25/02/2011,1870938407,8.6,5
26/02/2011,1762638122,8.4,6
27/02/2011,1880806060,6.7,7
28/02/2011,2264324187,5.2,1
01/03/2011,2252550714,5.2,2
02/03/2011,2262905878,4.4,3
03/03/2011,2271465009,3.8,4
04/03/2011,2163462167,4,5
05/03/2011,2040663791,4.1,6
06/03/2011,2039583944,4.4,7
07/03/2011,2210401381,4.8,1
08/03/2011,1998152119,6.9,2
09/03/2011,1945326392,7.5,3
10/03/2011,1907246550,8.7,4
11/03/2011,1779034384,9.3,5
12/03/2011,1612321282,9.7,6
13/03/2011,1530989699,9.7,7
14/03/2011,1655903365,10.5,1
15/03/2011,1533977362,11.8,2
